题目编号,章节,题目代码,问题,正确答案,选项 A,选项 B,选项 C,选项 D
LK0931,3.3.1,MC1-0656,某商品天线说明书给出的天线增益指标以 dB 为单位。其意义为：,A,该指标未指明计算方法和所用基准，缺乏参考价值,待测天线最大辐射方向上的辐射功率密度与理想点源天线对应值之比的 dB 值,待测天线最大辐射方向及其（180°）反方向的辐射功率密度测量值之比的 dB 值,待测天线最大辐射方向上的辐射功率密度与 1/4 波长垂直天线对应值之比的 dB 值
LK0918,3.3.1,MC1-0657,我们之所以称垂直接地天线为“全向天线”，是因为：,C,这种天线的 E 面和 H 面方向图均为正圆,这种天线辐射各向同性的球面波,这种天线在水平方向上没有指向性,这种天线在垂直方向上没有指向性
LK0904,3.3.1,MC1-0658,如需垂直接地天线在大体为零仰角的水平发射方向上具有主辐射瓣并可以与同轴电缆直接耦合，则振子长度应选为：,C,1/8 波长,1/2 波长,1/4 波长,3/2 波长
LK0919,3.3.1,MC2-0659,关于振子长度为 1/4 波长的垂直接地天线的最大辐射方向，以下描述正确的是：,BC,其 H 面方向图为“8”字形,在垂直方向上有指向性，且辐射仰角稍大于 0°,在水平方向上是全向的,其 E 面方向图为“8”字形
LK1215,3.3.1,MC2-0660,关于大多数手持电台随附的“橡胶天线”，以下说法正确的是：,AD,相对于全尺寸天线，“橡胶天线”的发射与接收增益都低一些,如果橡胶护套某处开裂，则振子会迅速解体，天线随即报废,如果橡胶护套内的天线是螺旋加感的，则电波是旋转极化的,就电台的一般持握方式而言，电波的垂直极化分量要强一些
LX,3.3.1,MC1-0661,在车内使用手持电台和俗称“橡胶天线”的柔性天线进行通信可能遇到什么问题？,A,车体的屏蔽作用影响信号强度,影响电台散热,行车噪声影响通话质量,大量电波反射回天线，抬升 SWR
LX,3.3.1,MC1-0662,如果架设天线时发现场地附近有电线等市电供电装置，你该怎么办？,B,应确保天线转动到平行于供电系统的电线时，电线不会成为反射单元，即，应至少保持1/4 波长以上距离,应确保在风雨中意外掉落的天线部件不落入供电装置的安全距离内。例如，35 千伏及以下电压时至少 1 米,必须防止通信和供电两套系统之间发生打火拉弧事故。经验上讲，按照每千伏 1 毫米算出的间距是足够的,应确保供电装置带来的电源噪声不会影响电台接收弱信号的能力。通常，这个距离应至少 10 倍于工作波长
LK0925,3.3.1,MC1-0663,垂直接地天线（GP）由电气长度为 1/4 波长的垂直振子加上一个“镜像地平面”构成，因十分简洁而被大量应用于手持和车载业余通信。但是，这种天线的工作有效性往往不如理论预计的那么完美，特别是在波长较长的波段。造成这种情况的原因及改善方法是：,C,天线与电缆直接相连，匹配不佳。在天线和电缆之间加接“巴伦”即可解决问题,1/4 波长垂直振子显然是太短了。在振子当中串联加感线圈即可解决问题,缺乏有效接地镜像；GP 天线必须有足够大的导电平面以形成振子镜像，否则谐振频率和阻抗都与理论值有出入。为此，应尽量用大面积金属导体与天线/馈线的接地端相连,1/4 波长垂直振子显然是太短了。改成 1/2 波长即可解决问题
LX,3.3.1,MC1-0664,关于天线的加载，以下描述正确的是,C,为八木天线的拉纤加接弹性张力器,为柔性不足的天线基座增加螺旋式延长器,为天线振子串联电感线圈，延长振子的电气长度,为车载天线增添弹簧减震器
LK0944,3.3.1,MC1-0665,谐振的垂直接地天线的振子长度最短也要 1/4 波长。如果架设天线时因条件受限而不得不将振子缩短，那么在振子之中串入电感可以补偿失去的感抗，使天线谐振在所需频率上。为了提高发射效率，应在振子的什么位置串入电感需根据架设条件择优确定。下图给出三种加感方案。假设振子（灰色部分）均等长，则 A、B、C 三种方案按发射效率可排列为：,C,A-底部加感，C-顶部加感，B-中部加感,B-中部加感，A-底部加感，C-顶部加感,C-顶部加感，B-中部加感，A-底部加感,A-底部加感，B-中部加感，C-顶部加感
LK0206,3.3.1,MC1-0666,甲天线增益 6.15dBi，乙天线增益 1dBd。若两副天线按同样条件架设并用同样功率来驱动，则在它们最大发射方向的同一远方地点接收时，两天线给出的信号功率关系为：,D,甲天线的信号功率为乙天线的 5.15 倍,甲天线的信号功率为乙天线的 6.15 倍,甲天线的信号功率为乙天线的 1/2,甲天线的信号功率为乙天线的两倍
LK0207,3.3.1,MC1-0667,甲天线增益 0dBd，乙天线增益 2dBi。若两副天线按同样条件架设用用同样功率来驱动，则在它们最大发射方向的同一远方地点接收时，两天线给出的信号功率关系为：,D,甲天线的效果与半波长偶极天线相当，乙天线发射的信号强度比甲天线好 2dB,甲、乙天线的效果实际相同,甲天线效果为零，不能工作，乙天线效果比甲天线好 2 倍,甲天线的效果与半波长偶极天线相当，乙天线比甲天线略差
LK0932,3.3.1,MC1-0668,有两款 VHF 垂直全向天线作发射之用。甲天线增益为 4.5dBd，而乙天线的是 5.85dBi。它们在远处某接收天线中产生的信号功率有什么不同？,D,来自乙天线的信号比甲天线的强 3.5dB,来自乙天线的信号比甲天线的强 1.35dB,来自甲天线的信号比乙天线的强 1.35dB,来自甲天线的信号比乙天线的强 0.8dB
LK0933,3.3.1,MC1-0669,有两款 VHF 垂直全向天线作发射之用。甲天线增益为 2.9dBd，而乙天线的是 5.85dBi。它们在远处某接收天线中产生的信号功率有什么不同？,D,来自乙天线的信号比甲天线的强 2.95dB,来自甲天线的信号比乙天线的强 2.95dB,来自乙天线的信号比甲天线的强 7.1dB,来自乙天线的信号比甲天线的强 0.8dB
LK1185,3.3.2,MC3-0670,业余无线电爱好者讨论天线系统时常会提及术语 “驻波比（SWR）”。其含义为：,BCD,如果传输线中出现驻波，则调整传输线始端的信源阻抗可使驻波归零,如果负载与传输线不匹配，传向负载的部分能量会沿传输线返回始端,连接到传输线终端的负载阻抗与传输线自身的特性阻抗相匹配的程度,负载与传输线完美匹配时，传输线之中没有驻波，因此驻波比为 1:1
LK1186,3.3.2,MC1-0671,通联时，如果收发信机的 SWR 表显示读数 4:1，则意味着：,A,从发射机的输出端口来看，天线系统的整体匹配情况不佳,天线系统的辐射效率仅为 25%,天线系统的整体增益仅为 4dB,从发射机的输出端口来看，天线系统的整体阻抗为 200 欧或 12.5 欧
LK1187,3.3.2,MC2-0672,小强用长度不短于 1/4 波长的 50 欧馈线连接收发信机和天线。发信时，他发现 SWR 表的指示为 3:1。该值意味着：,AC,馈线中任意位置上的最大峰值电压与最小峰值电压之比为 3:1,馈线中的驻波致使平均射频电流高于常值，这降低了介质损耗,馈线中任意位置上的最大峰值电流与最小峰值电流之比为 3:1,馈线中的驻波致使平均射频电压高于常值，这降低了导体损耗
LX,3.3.2,MC1-0673,多数发射机都在 SWR 超过一定值时降低输出功率。这是为了：,D,防止传输线上的驻波超过限值,防止发射出去的无线电波带有过大的驻波,防止烧断供电线路中的保险丝,保护发射机中的功率半导体器件
LK1188,3.3.2,MC1-0674,用同轴电缆连接天线时，为什么驻波比趋于 1:1 为好？,A,降低电缆的损耗，使射频能量更有效地传输,延长天线的使用寿命,防止屏蔽层的外层辐射能量，导致射频干扰（RFI）,延长发信机的使用寿命
LK1222,3.3.2,MC1-0675,以下哪种情况可能导致业余发信机显示的驻波比不稳定？,B,发信机采用相位调制,发信机、馈线或天线某处接触不良,馈线温度过高,发信机过调制
LK1223,3.3.2,MC1-0676,SSB 通联时，即使天馈系统没有故障，有时候 SWR 显示也不稳定。这是因为：,D,SSB 话音包含幅度与相位两种信息，并非所有天线均能同时给出稳定的响应,出现这种情况说明发信机出了故障，应停机检修,出现这种情况是因为发信机过调制，应调整话筒增益以解决,SSB 话音的幅度变化本质上影响测量的稳定性。改用 CW 方式进行测量效果更好
LK0701,3.3.2,MC1-0677,我们都知道发射机与天线间的馈线应当与天线阻抗匹配。否则，馈线中的驻波会使沿线各处的电压和电流周期性起伏。然而，业余电台所用的发射机与电网中的发电机同属交流电源，我们却从未在连到电网的电线中观察到驻波现象。这是为什么？,A,电网供电的频率很低，导线长度与波长相比微不足道，驻波现象不明显而已,适用于供电技术和业余无线电的电学理论本质不同，所以现象自然不同,电网的供电能力远超发射机所能提供的电功率，这就迫使线路各处电压趋同,业余电台所用的馈线和电网中的电线工作原理不同，所以现象不尽相同
LK1218,3.3.3,MC1-0678,对于业余无线电通信，最适合的同轴电缆特性阻抗为：,A,50 欧姆,300 欧姆,75 欧姆,93 欧姆
LK1219,3.3.3,MC1-0679,传输线具有多种类型，但是为什么架设业余电台通常选用同轴电缆？,C,因为相比其他馈线，它可以传输更大的功率,因为它的损耗比其他任何种类的馈线都低,因为它易于使用，与架设环境之中其他物体间的互耦也很低,因为很明显，它比其他任何馈线都便宜
LK0910,3.3.3,MC2-0680,在为业余电台选购用作天线馈线的同轴电缆时应关注什么电气参数？,AD,特性阻抗,电介质的耐压和最高允许温升,芯线的截面积和最大额定电流,指定频率下每百米的传输损耗
LK1217,3.3.3,MC2-0681,我们都知道要为业余电台选配损耗较低的馈线。但是，馈线的损耗会导致什么问题？,BD,驻波比的测量值永远高于 1:1,发信功率降低,发出的信号失真,收信信噪比下降
LK1189,3.3.3,MC2-0682,受潮是同轴电缆失效损坏的主要原因。湿气渗透会导致：,CD,速度因子逐渐大于 1,驻波比越来越小于 1,介质损耗变大,屏蔽层或芯线氧化、锈蚀，甚至断路
LK1190,3.3.3,MC1-0683,将同轴电缆装于室外时，为什么要求电缆外皮（护套）能够耐受紫外线？,C,紫外线会促使电缆升温，并因此增加电缆的功率损耗,紫外线会激励非线性导行模式，导致互调和谐波发射,如果电缆护套被紫外线破坏，电缆就会受潮损坏,紫外线会与射频信号相互混频，导致相当复杂的宽带干扰
LK1191,3.3.3,MC1-0684,相比填充有机介质的同轴电缆，空气介质同轴电缆的劣势是什么？,C,空气介质同轴电缆的每百米损耗太大,空气介质同轴电缆只能用于 30MHz 以下业余频段,空气介质同轴电缆需要特别措施来防止湿气渗透,空气介质同轴电缆不能在冰点以下工作
LK1220,3.3.3,MC1-0685,如果通过同轴电缆的信号频率升高，则同轴电缆的,D,特性阻抗变高,反射功率升高,输入驻波比变大,传输损耗增加
LK1224,3.3.3,MC1-0686,以下给出了一些同等外径的馈线。其中哪一种在 VHF/UHF 频段损耗更低？,B,75 欧姆同轴软电缆,空气介质同轴硬电缆,50 欧姆同轴软电缆,独立屏蔽分组双绞线
LK1221,3.3.3,MC1-0687,对于 400MHz 或更高频率的信号，应当优先选用的同轴电缆连接器是：,D,M 型连接器,DB-23 型连接器,RS-213 型连接器,N 型连接器
